region,total_population,percent_white,percent_black,percent_asian,percent_hispanic,per_capita_income,median_rent,median_age
12073.0,278624.0,59.0,30.0,3.0,6.0,26196.0,728.0,29.7
12075.0,40289.0,81.0,9.0,1.0,8.0,18304.0,520.0,45.8
12077.0,8308.0,71.0,17.0,1.0,7.0,16266.0,406.0,37.7
12079.0,19070.0,55.0,38.0,0.0,5.0,15538.0,417.0,40.9
12081.0,329487.0,73.0,9.0,2.0,15.0,27322.0,802.0,45.9
12083.0,333503.0,73.0,12.0,1.0,11.0,21992.0,625.0,47.6
12085.0,147786.0,80.0,5.0,1.0,12.0,34057.0,816.0,50.1
12086.0,2549075.0,16.0,17.0,2.0,65.0,23174.0,949.0,38.5
12087.0,74213.0,70.0,6.0,1.0,21.0,33974.0,1197.0,46.5
12089.0,74163.0,87.0,6.0,1.0,3.0,28926.0,793.0,43.4
12091.0,185852.0,76.0,9.0,3.0,7.0,28600.0,810.0,37.4
12093.0,39642.0,65.0,9.0,0.0,24.0,17787.0,545.0,39.6
12095.0,1175416.0,45.0,20.0,5.0,28.0,24877.0,851.0,34.0
12097.0,279837.0,39.0,9.0,3.0,47.0,19007.0,836.0,35.6
12099.0,1339221.0,59.0,17.0,2.0,20.0,32858.0,994.0,43.7
12101.0,468194.0,79.0,4.0,2.0,12.0,23736.0,740.0,44.0
12103.0,920015.0,76.0,10.0,3.0,8.0,29262.0,793.0,46.6
12105.0,610295.0,64.0,14.0,2.0,18.0,21285.0,670.0,40.1
12107.0,73683.0,72.0,16.0,1.0,9.0,18377.0,485.0,43.7
12109.0,197115.0,85.0,5.0,2.0,6.0,36836.0,921.0,42.5
12111.0,281015.0,61.0,19.0,2.0,17.0,23285.0,812.0,42.9
12113.0,155579.0,84.0,5.0,2.0,5.0,26861.0,803.0,39.2
12115.0,383094.0,84.0,4.0,1.0,8.0,32313.0,862.0,53.1
12117.0,427184.0,66.0,11.0,4.0,18.0,28675.0,876.0,38.6
12119.0,98409.0,83.0,9.0,1.0,6.0,27504.0,639.0,63.8
12121.0,42865.0,76.0,12.0,0.0,9.0,18431.0,467.0,41.8
12123.0,22660.0,73.0,21.0,0.0,4.0,17045.0,373.0,41.4
12125.0,15307.0,71.0,20.0,1.0,5.0,13590.0,432.0,39.2
12127.0,496268.0,75.0,10.0,2.0,12.0,23973.0,741.0,45.7
12129.0,30824.0,79.0,15.0,0.0,3.0,21797.0,667.0,39.6
12131.0,56590.0,85.0,5.0,1.0,6.0,25845.0,791.0,43.1
12133.0,24702.0,78.0,15.0,0.0,3.0,17385.0,413.0,40.5
13001.0,18354.0,70.0,19.0,1.0,9.0,19643.0,328.0,38.4
13003.0,8332.0,57.0,17.0,0.0,24.0,15958.0,232.0,34.7
13005.0,11159.0,75.0,17.0,0.0,7.0,18558.0,332.0,36.0
13007.0,3410.0,39.0,60.0,0.0,0.0,17019.0,275.0,42.0
13009.0,46018.0,54.0,41.0,2.0,2.0,18622.0,516.0,34.1
13011.0,18333.0,89.0,3.0,1.0,6.0,20231.0,494.0,38.8
13013.0,69933.0,74.0,11.0,3.0,9.0,21379.0,663.0,34.2
13015.0,100382.0,80.0,10.0,1.0,8.0,21022.0,598.0,36.7
13017.0,17576.0,57.0,35.0,0.0,6.0,14204.0,383.0,37.7
13019.0,19174.0,82.0,11.0,1.0,5.0,16784.0,332.0,38.1
13021.0,155524.0,42.0,52.0,2.0,3.0,20982.0,534.0,35.4
13023.0,12961.0,69.0,27.0,0.0,2.0,20156.0,425.0,37.4
13025.0,18409.0,93.0,3.0,1.0,2.0,16938.0,362.0,38.5
13027.0,15885.0,58.0,35.0,0.0,5.0,19409.0,382.0,40.9
13029.0,31410.0,76.0,14.0,1.0,5.0,27556.0,800.0,35.6
13031.0,71190.0,65.0,28.0,2.0,4.0,18587.0,537.0,25.9
13033.0,23223.0,47.0,50.0,0.0,3.0,16171.0,329.0,35.9
13035.0,23563.0,68.0,28.0,0.0,3.0,20363.0,612.0,38.3
13037.0,6592.0,33.0,59.0,1.0,5.0,14868.0,269.0,38.7
13039.0,50799.0,71.0,19.0,1.0,5.0,22701.0,729.0,31.4
13043.0,11045.0,63.0,24.0,1.0,11.0,17974.0,335.0,37.3
13045.0,111160.0,73.0,18.0,1.0,6.0,21227.0,588.0,33.7
13047.0,64606.0,92.0,3.0,1.0,2.0,21690.0,534.0,38.8
13049.0,13080.0,63.0,26.0,0.0,11.0,17102.0,509.0,39.0
13051.0,271102.0,50.0,40.0,2.0,6.0,25093.0,747.0,34.1
13053.0,12193.0,62.0,17.0,3.0,14.0,20042.0,1190.0,23.5
13055.0,25670.0,83.0,11.0,1.0,4.0,16045.0,379.0,39.9
13057.0,218277.0,81.0,6.0,2.0,10.0,29615.0,809.0,36.7
13059.0,118864.0,57.0,26.0,4.0,10.0,19295.0,619.0,26.2
13061.0,3133.0,35.0,58.0,0.0,5.0,12982.0,257.0,40.7
13063.0,262455.0,14.0,65.0,5.0,13.0,17950.0,686.0,32.0
13065.0,6766.0,67.0,27.0,0.0,4.0,17815.0,300.0,37.4
13067.0,699235.0,56.0,25.0,5.0,12.0,33069.0,803.0,35.7
13069.0,42841.0,60.0,28.0,0.0,10.0,17031.0,349.0,35.0
13071.0,45781.0,58.0,23.0,0.0,17.0,17025.0,366.0,34.9
13073.0,128213.0,73.0,16.0,4.0,5.0,30949.0,837.0,36.7
13075.0,17066.0,65.0,28.0,0.0,6.0,18592.0,408.0,36.5
13077.0,129397.0,72.0,17.0,2.0,7.0,26757.0,722.0,37.1
13079.0,12607.0,73.0,23.0,1.0,1.0,20556.0,436.0,41.8
13081.0,23521.0,51.0,43.0,1.0,3.0,18185.0,415.0,37.8
13083.0,16580.0,94.0,1.0,1.0,2.0,21690.0,502.0,39.4
13085.0,22387.0,93.0,0.0,1.0,4.0,27330.0,789.0,40.8
13087.0,27676.0,52.0,41.0,1.0,5.0,18059.0,420.0,37.8
13089.0,700308.0,30.0,53.0,5.0,9.0,28810.0,792.0,34.6
13091.0,21502.0,65.0,29.0,1.0,3.0,18114.0,374.0,39.0
13093.0,14554.0,43.0,50.0,0.0,6.0,14510.0,336.0,41.1
13095.0,94220.0,28.0,67.0,1.0,2.0,18619.0,478.0,33.6
13097.0,133486.0,48.0,39.0,2.0,9.0,23626.0,750.0,35.3
13099.0,10787.0,47.0,51.0,0.0,1.0,17579.0,290.0,39.4
13101.0,4053.0,70.0,2.0,1.0,25.0,15861.0,438.0,30.5
13103.0,52961.0,80.0,14.0,1.0,3.0,24824.0,710.0,36.0
13105.0,19907.0,64.0,30.0,0.0,5.0,18835.0,411.0,41.5
13107.0,22669.0,60.0,33.0,0.0,4.0,17064.0,365.0,37.1
13109.0,10902.0,57.0,29.0,0.0,12.0,18998.0,380.0,35.6
13111.0,23614.0,96.0,0.0,0.0,2.0,19164.0,457.0,48.9
13113.0,107105.0,67.0,20.0,4.0,7.0,35344.0,886.0,42.7
13115.0,96147.0,73.0,14.0,1.0,10.0,20500.0,492.0,38.0
13117.0,182916.0,79.0,3.0,7.0,9.0,34582.0,940.0,37.3
13119.0,21998.0,85.0,9.0,1.0,4.0,18234.0,392.0,40.2
13121.0,948554.0,41.0,44.0,6.0,8.0,36757.0,802.0,34.3
13123.0,28308.0,87.0,1.0,0.0,10.0,21317.0,526.0,43.5
13125.0,3094.0,89.0,7.0,0.0,2.0,17984.0,352.0,39.9
13127.0,80280.0,65.0,25.0,1.0,6.0,26724.0,626.0,40.1
13129.0,55409.0,79.0,4.0,1.0,14.0,19177.0,512.0,36.3
13131.0,25143.0,59.0,29.0,0.0,10.0,15734.0,453.0,38.4
13133.0,16091.0,55.0,37.0,0.0,6.0,27828.0,400.0,46.9
13135.0,825911.0,43.0,24.0,11.0,20.0,25932.0,822.0,34.0
13137.0,43181.0,79.0,4.0,2.0,13.0,18910.0,485.0,38.7
13139.0,182841.0,63.0,7.0,2.0,26.0,23645.0,664.0,34.9
13141.0,9233.0,24.0,75.0,0.0,1.0,12381.0,350.0,42.7
13143.0,28594.0,92.0,5.0,1.0,1.0,19789.0,494.0,39.8
13145.0,32267.0,77.0,17.0,1.0,3.0,31482.0,668.0,42.5
13147.0,25348.0,76.0,20.0,0.0,3.0,20371.0,392.0,42.9
13149.0,11708.0,85.0,10.0,0.0,2.0,18964.0,391.0,39.9
13151.0,206349.0,51.0,37.0,3.0,6.0,25299.0,840.0,35.6
13153.0,143205.0,60.0,29.0,3.0,6.0,25195.0,656.0,34.4
13155.0,9571.0,69.0,28.0,0.0,1.0,18207.0,302.0,37.6
13157.0,60577.0,83.0,7.0,2.0,6.0,23247.0,576.0,37.5
13159.0,13748.0,72.0,21.0,1.0,4.0,21297.0,497.0,37.9
13161.0,15042.0,73.0,16.0,0.0,11.0,17684.0,245.0,35.9
13163.0,16696.0,42.0,55.0,0.0,3.0,14757.0,317.0,38.0
13165.0,8642.0,57.0,35.0,0.0,5.0,17565.0,333.0,40.0
13167.0,9903.0,62.0,34.0,2.0,1.0,16807.0,257.0,40.6
13169.0,28650.0,73.0,25.0,1.0,1.0,24485.0,567.0,38.5
13171.0,18139.0,65.0,31.0,1.0,2.0,18800.0,422.0,38.1
13173.0,10250.0,68.0,22.0,2.0,5.0,17264.0,425.0,33.9
13175.0,48203.0,60.0,36.0,1.0,2.0,18625.0,403.0,38.2
13177.0,28631.0,75.0,20.0,2.0,2.0,26357.0,677.0,36.1
13179.0,64899.0,43.0,40.0,2.0,11.0,20791.0,740.0,27.4
13181.0,7894.0,65.0,33.0,0.0,0.0,20641.0,305.0,45.7
13183.0,15285.0,59.0,26.0,0.0,12.0,17158.0,499.0,29.9
13185.0,111334.0,55.0,36.0,2.0,5.0,18897.0,598.0,29.5
13187.0,30428.0,91.0,2.0,0.0,5.0,20908.0,674.0,36.1
13189.0,21697.0,56.0,41.0,0.0,2.0,17922.0,412.0,38.4
13191.0,14142.0,61.0,34.0,0.0,2.0,21484.0,403.0,43.8
13193.0,14455.0,33.0,60.0,2.0,4.0,13865.0,290.0,39.4
13195.0,28044.0,85.0,8.0,1.0,4.0,19939.0,505.0,39.1
13197.0,8673.0,58.0,32.0,1.0,7.0,17479.0,295.0,40.8
13199.0,21695.0,57.0,41.0,0.0,1.0,18821.0,444.0,42.1
13201.0,6054.0,69.0,30.0,0.0,1.0,19674.0,365.0,42.3
13205.0,23340.0,46.0,48.0,0.0,4.0,15694.0,340.0,37.2
13207.0,26613.0,72.0,24.0,1.0,2.0,22888.0,493.0,41.1
13209.0,9050.0,67.0,27.0,0.0,6.0,16460.0,351.0,37.8
13211.0,17870.0,72.0,24.0,0.0,3.0,25933.0,624.0,41.2
13213.0,39504.0,84.0,1.0,0.0,13.0,16449.0,447.0,36.9
13215.0,194949.0,43.0,44.0,2.0,7.0,22856.0,605.0,33.3
13217.0,100808.0,52.0,40.0,1.0,5.0,21484.0,723.0,34.9
13219.0,33240.0,86.0,5.0,4.0,5.0,33801.0,688.0,39.1
13221.0,14730.0,76.0,17.0,0.0,4.0,20493.0,512.0,41.9
13223.0,143845.0,75.0,17.0,1.0,5.0,24168.0,807.0,34.4
13225.0,27481.0,44.0,46.0,1.0,7.0,19431.0,455.0,33.6
13227.0,29486.0,94.0,1.0,1.0,3.0,26686.0,606.0,42.8
13229.0,18774.0,84.0,9.0,0.0,5.0,20001.0,377.0,38.7
13231.0,17807.0,86.0,11.0,0.0,1.0,22191.0,590.0,38.4
13233.0,41308.0,73.0,13.0,1.0,12.0,18336.0,463.0,37.3
13235.0,11775.0,63.0,30.0,0.0,6.0,17781.0,331.0,42.1
13237.0,21241.0,66.0,27.0,0.0,6.0,26321.0,473.0,44.6
13239.0,2396.0,42.0,56.0,0.0,0.0,14201.0,407.0,42.8
13241.0,16271.0,88.0,1.0,1.0,8.0,22260.0,523.0,46.4
13243.0,7498.0,35.0,59.0,2.0,1.0,18094.0,357.0,43.9
13245.0,201081.0,38.0,53.0,2.0,4.0,20526.0,582.0,33.2
13247.0,85650.0,40.0,47.0,2.0,10.0,23461.0,742.0,37.1
13249.0,5017.0,65.0,27.0,0.0,7.0,19037.0,365.0,40.0
13251.0,14455.0,54.0,42.0,0.0,1.0,18640.0,328.0,40.1
13253.0,8831.0,63.0,33.0,1.0,3.0,17641.0,378.0,44.0
13255.0,64011.0,60.0,33.0,1.0,4.0,19783.0,520.0,37.2
13257.0,25910.0,84.0,13.0,0.0,2.0,18557.0,420.0,40.7
13259.0,6007.0,28.0,59.0,0.0,13.0,13238.0,250.0,38.3
13261.0,32099.0,41.0,52.0,1.0,5.0,17879.0,414.0,34.3
13263.0,6689.0,39.0,59.0,0.0,1.0,16993.0,295.0,46.3
13265.0,1766.0,40.0,55.0,0.0,4.0,14381.0,309.0,42.5
13267.0,25343.0,59.0,28.0,0.0,10.0,15280.0,365.0,36.1
13269.0,8595.0,58.0,39.0,0.0,2.0,17078.0,331.0,40.7
13271.0,16391.0,51.0,36.0,0.0,13.0,12489.0,336.0,39.4
13273.0,9246.0,36.0,61.0,0.0,2.0,16836.0,308.0,41.0
13275.0,44692.0,58.0,37.0,1.0,3.0,19983.0,476.0,39.1
13277.0,40537.0,57.0,29.0,1.0,10.0,18933.0,423.0,34.4
13279.0,27229.0,62.0,25.0,1.0,11.0,18716.0,372.0,35.9
13281.0,10551.0,96.0,1.0,0.0,2.0,20419.0,520.0,51.7
13283.0,6817.0,68.0,30.0,0.0,0.0,19410.0,322.0,38.7
13285.0,67776.0,60.0,34.0,2.0,3.0,21443.0,488.0,36.1
13287.0,8637.0,54.0,40.0,1.0,4.0,17609.0,360.0,40.2
13289.0,8808.0,56.0,43.0,0.0,0.0,17952.0,335.0,45.2
13291.0,21399.0,95.0,1.0,1.0,3.0,22156.0,431.0,51.7
13293.0,26918.0,68.0,28.0,1.0,2.0,17978.0,416.0,42.1
13295.0,68481.0,92.0,4.0,0.0,2.0,20865.0,443.0,40.0
13297.0,84397.0,78.0,15.0,1.0,4.0,22824.0,616.0,37.9
13299.0,36008.0,65.0,30.0,1.0,3.0,18842.0,418.0,38.2
13301.0,5706.0,37.0,60.0,1.0,0.0,17884.0,331.0,43.4
13303.0,20982.0,44.0,53.0,0.0,2.0,17515.0,321.0,39.1
13305.0,30187.0,72.0,21.0,0.0,6.0,17270.0,404.0,37.4
13307.0,2769.0,53.0,45.0,0.0,1.0,19082.0,295.0,39.7
13309.0,7746.0,58.0,41.0,0.0,1.0,8948.0,266.0,36.7
13311.0,27400.0,93.0,3.0,0.0,3.0,22059.0,553.0,43.0
13313.0,102556.0,62.0,4.0,1.0,32.0,19497.0,519.0,34.3
13315.0,9110.0,59.0,37.0,1.0,2.0,13228.0,298.0,40.0
13317.0,10265.0,52.0,43.0,0.0,4.0,17120.0,316.0,43.8
13319.0,9520.0,58.0,38.0,0.0,2.0,17228.0,343.0,40.8
13321.0,21670.0,68.0,28.0,0.0,2.0,18551.0,371.0,39.6
15001.0,187044.0,31.0,1.0,21.0,12.0,24635.0,884.0,40.7
15003.0,964678.0,19.0,2.0,43.0,9.0,30361.0,1331.0,37.4
15005.0,71.0,46.0,0.0,17.0,4.0,45515.0,850.0,53.8
15007.0,67872.0,30.0,0.0,34.0,10.0,26658.0,1067.0,41.6
15009.0,156633.0,32.0,0.0,26.0,10.0,29517.0,1155.0,39.8
16001.0,401673.0,86.0,1.0,3.0,7.0,27452.0,712.0,35.2
16003.0,3937.0,94.0,0.0,0.0,2.0,21555.0,444.0,51.0
16005.0,83091.0,86.0,1.0,1.0,7.0,21327.0,521.0,32.1
16007.0,5957.0,94.0,0.0,1.0,4.0,21853.0,419.0,40.1
16009.0,9186.0,85.0,2.0,1.0,3.0,20198.0,461.0,45.3
16011.0,45485.0,75.0,0.0,1.0,17.0,18872.0,480.0,32.3
16013.0,21294.0,78.0,0.0,1.0,20.0,35524.0,824.0,41.6
16015.0,6944.0,93.0,0.0,0.0,4.0,24324.0,507.0,49.6
16017.0,40743.0,94.0,0.0,1.0,2.0,23221.0,568.0,46.0
16019.0,105580.0,85.0,1.0,1.0,12.0,22657.0,567.0,32.0
16021.0,10866.0,92.0,0.0,0.0,4.0,19877.0,540.0,42.8
16023.0,2786.0,91.0,1.0,0.0,4.0,20995.0,396.0,42.6
16025.0,1267.0,83.0,0.0,0.0,16.0,21830.0,530.0,37.8
16027.0,192153.0,72.0,0.0,1.0,24.0,17755.0,594.0,32.0
16029.0,6867.0,94.0,0.0,0.0,5.0,23586.0,386.0,37.9
16031.0,23054.0,72.0,0.0,1.0,25.0,17801.0,428.0,32.0
16033.0,751.0,53.0,0.0,0.0,47.0,20032.0,358.0,37.0
16035.0,8638.0,92.0,0.0,1.0,3.0,20256.0,506.0,49.7
16037.0,4331.0,96.0,0.0,0.0,2.0,23965.0,342.0,49.1
16039.0,26528.0,75.0,2.0,3.0,16.0,20646.0,572.0,30.3
16041.0,12801.0,92.0,0.0,0.0,7.0,17620.0,492.0,32.2
16043.0,13088.0,85.0,0.0,0.0,13.0,19475.0,475.0,34.3
16045.0,16722.0,89.0,0.0,1.0,8.0,20250.0,573.0,42.7
16047.0,15278.0,69.0,0.0,0.0,28.0,18373.0,488.0,35.6
16049.0,16269.0,92.0,0.0,0.0,3.0,19168.0,458.0,48.4
16051.0,26389.0,87.0,0.0,0.0,10.0,19598.0,514.0,30.5
16053.0,22391.0,66.0,0.0,0.0,32.0,17182.0,537.0,31.5
16055.0,140785.0,92.0,0.0,1.0,4.0,24685.0,683.0,39.2
16057.0,37636.0,91.0,0.0,2.0,4.0,22322.0,585.0,28.5
16059.0,7853.0,94.0,0.0,1.0,3.0,23998.0,397.0,50.3
16061.0,3851.0,88.0,0.0,0.0,4.0,19910.0,413.0,47.9
16063.0,5221.0,69.0,0.0,0.0,28.0,16530.0,527.0,33.3
16065.0,37542.0,90.0,1.0,1.0,6.0,15133.0,585.0,22.9
16067.0,20104.0,65.0,0.0,0.0,33.0,19597.0,405.0,35.4
16069.0,39458.0,88.0,0.0,1.0,3.0,24257.0,530.0,41.2
16071.0,4257.0,95.0,0.0,0.0,2.0,18920.0,364.0,38.9
16073.0,11474.0,69.0,0.0,0.0,26.0,15945.0,409.0,36.0
16075.0,22629.0,81.0,0.0,0.0,15.0,19165.0,510.0,38.1
16077.0,7756.0,65.0,0.0,0.0,30.0,17684.0,453.0,34.1
16079.0,12729.0,93.0,0.0,1.0,3.0,20487.0,464.0,46.8
16081.0,10141.0,83.0,0.0,0.0,17.0,22436.0,697.0,34.5
16083.0,78067.0,82.0,1.0,1.0,14.0,20588.0,581.0,34.6
16085.0,9698.0,94.0,0.0,0.0,4.0,25785.0,586.0,47.6
16087.0,10094.0,79.0,0.0,1.0,17.0,20380.0,441.0,44.3
17001.0,67152.0,93.0,4.0,1.0,1.0,24217.0,425.0,40.6
17003.0,7980.0,60.0,35.0,0.0,2.0,13619.0,274.0,41.2
17005.0,17665.0,88.0,2.0,1.0,3.0,23195.0,459.0,40.0
17007.0,54068.0,75.0,2.0,1.0,20.0,25888.0,600.0,37.3
17009.0,6904.0,78.0,14.0,1.0,5.0,20555.0,421.0,37.3
17011.0,34594.0,90.0,1.0,1.0,8.0,26705.0,455.0,43.0
17013.0,5062.0,98.0,0.0,0.0,0.0,26924.0,367.0,45.1
17015.0,15199.0,94.0,1.0,0.0,3.0,27118.0,386.0,47.0
17017.0,13530.0,78.0,3.0,0.0,18.0,22257.0,424.0,39.1
17019.0,202428.0,70.0,12.0,9.0,5.0,25713.0,658.0,29.1
17021.0,34651.0,95.0,2.0,1.0,1.0,23915.0,424.0,41.7
17023.0,16284.0,97.0,0.0,0.0,1.0,24296.0,388.0,43.1
17025.0,13744.0,97.0,1.0,1.0,0.0,22279.0,335.0,43.2
17027.0,37891.0,92.0,3.0,1.0,3.0,27802.0,498.0,40.0
17029.0,53732.0,91.0,4.0,1.0,2.0,21970.0,468.0,32.0
17031.0,5212372.0,44.0,24.0,6.0,24.0,30183.0,847.0,35.5
17033.0,19707.0,92.0,3.0,0.0,2.0,25214.0,390.0,42.0
17035.0,11015.0,98.0,0.0,1.0,1.0,22952.0,370.0,40.2
17037.0,104820.0,79.0,6.0,2.0,10.0,23696.0,707.0,29.6
17039.0,16511.0,96.0,1.0,0.0,2.0,26704.0,425.0,42.2
17041.0,19902.0,92.0,0.0,1.0,6.0,23732.0,498.0,38.3
17043.0,922803.0,70.0,4.0,10.0,14.0,38570.0,986.0,38.4
17045.0,18339.0,98.0,0.0,1.0,1.0,23368.0,393.0,43.4
17047.0,6695.0,97.0,0.0,0.0,1.0,20898.0,331.0,43.4
17049.0,34274.0,97.0,0.0,0.0,2.0,27051.0,430.0,39.6
17051.0,22088.0,93.0,2.0,1.0,2.0,21523.0,384.0,39.8
17053.0,13991.0,96.0,0.0,0.0,2.0,25448.0,423.0,42.6
17055.0,39470.0,97.0,0.0,0.0,1.0,20394.0,391.0,41.7
17057.0,36829.0,93.0,3.0,0.0,3.0,22318.0,456.0,42.3
17059.0,5516.0,97.0,0.0,0.0,0.0,23862.0,249.0,45.1
17061.0,13778.0,97.0,1.0,0.0,1.0,22307.0,403.0,41.9
17063.0,50064.0,89.0,1.0,0.0,8.0,28725.0,772.0,36.7
17065.0,8413.0,98.0,1.0,0.0,1.0,21960.0,335.0,43.3
17067.0,18949.0,97.0,0.0,0.0,1.0,23714.0,407.0,45.1
17069.0,4273.0,94.0,1.0,1.0,0.0,22366.0,212.0,47.1
17071.0,7186.0,96.0,0.0,0.0,1.0,25902.0,385.0,48.0
17073.0,50260.0,91.0,2.0,0.0,5.0,27117.0,446.0,41.8
17075.0,29446.0,92.0,1.0,0.0,6.0,25098.0,466.0,43.4
17077.0,60055.0,75.0,14.0,3.0,4.0,20527.0,504.0,29.4
17079.0,9680.0,98.0,0.0,0.0,1.0,24174.0,333.0,43.3
17081.0,38769.0,87.0,8.0,1.0,2.0,22620.0,419.0,40.6
17083.0,22850.0,97.0,0.0,1.0,1.0,25467.0,469.0,41.4
17085.0,22602.0,95.0,0.0,0.0,3.0,29675.0,480.0,47.4
17087.0,12665.0,87.0,9.0,0.0,2.0,18763.0,407.0,42.2
17089.0,518380.0,59.0,5.0,3.0,31.0,30082.0,854.0,35.1
17091.0,112991.0,73.0,15.0,1.0,9.0,23779.0,647.0,36.9
17093.0,116366.0,74.0,6.0,3.0,16.0,31276.0,1050.0,33.4
17095.0,52545.0,85.0,8.0,1.0,5.0,22093.0,432.0,41.8
17097.0,702099.0,65.0,7.0,6.0,20.0,38018.0,897.0,37.0
17099.0,113295.0,88.0,2.0,1.0,8.0,25709.0,519.0,41.3
17101.0,16702.0,73.0,20.0,0.0,5.0,14147.0,357.0,39.8
17103.0,35535.0,88.0,5.0,1.0,5.0,25409.0,487.0,41.5
17105.0,38687.0,89.0,6.0,0.0,4.0,24952.0,475.0,40.9
17107.0,30177.0,81.0,12.0,1.0,3.0,21445.0,440.0,39.5
17109.0,32549.0,88.0,5.0,2.0,3.0,20042.0,534.0,29.5
17111.0,308060.0,83.0,1.0,3.0,12.0,32341.0,913.0,38.4
17113.0,171240.0,81.0,7.0,4.0,5.0,30460.0,627.0,32.2
17115.0,110262.0,78.0,16.0,1.0,2.0,26232.0,500.0,40.2
17117.0,47462.0,97.0,1.0,0.0,1.0,24658.0,432.0,41.9
17119.0,268373.0,86.0,8.0,1.0,3.0,27407.0,583.0,38.8
17121.0,39070.0,92.0,3.0,1.0,2.0,21887.0,419.0,41.5
17123.0,12454.0,95.0,1.0,0.0,3.0,25975.0,427.0,45.5
17125.0,14508.0,97.0,1.0,0.0,1.0,23199.0,407.0,44.6
17127.0,15282.0,90.0,6.0,0.0,0.0,22047.0,392.0,42.8
17129.0,12687.0,97.0,1.0,0.0,1.0,28330.0,424.0,43.2
17131.0,16325.0,97.0,0.0,0.0,2.0,26620.0,404.0,44.0
17133.0,33181.0,97.0,0.0,0.0,1.0,31758.0,664.0,40.7
17135.0,29878.0,88.0,8.0,1.0,2.0,19917.0,440.0,41.9
17137.0,35424.0,90.0,6.0,0.0,2.0,24337.0,450.0,41.0
17139.0,14869.0,98.0,0.0,0.0,1.0,23786.0,438.0,41.3
17141.0,53092.0,88.0,1.0,1.0,9.0,26635.0,521.0,41.0
17143.0,187117.0,72.0,18.0,3.0,4.0,28438.0,555.0,36.7
17145.0,22182.0,87.0,9.0,0.0,3.0,19716.0,374.0,40.2
17147.0,16620.0,97.0,0.0,0.0,1.0,31190.0,534.0,42.9
17149.0,16337.0,96.0,1.0,0.0,1.0,21344.0,337.0,42.3
17151.0,4383.0,92.0,4.0,0.0,3.0,20448.0,316.0,48.2
17153.0,6035.0,63.0,33.0,0.0,2.0,19867.0,293.0,43.5
17155.0,5927.0,94.0,0.0,0.0,5.0,27074.0,487.0,45.0
17157.0,33218.0,86.0,10.0,0.0,3.0,21976.0,449.0,41.4
17159.0,16213.0,96.0,0.0,1.0,1.0,23621.0,392.0,43.1
17161.0,147477.0,75.0,9.0,2.0,12.0,26455.0,534.0,40.0
17163.0,268939.0,63.0,30.0,1.0,3.0,26234.0,574.0,37.3
17165.0,24950.0,92.0,4.0,1.0,1.0,21596.0,376.0,41.8
17167.0,198269.0,82.0,12.0,2.0,2.0,29974.0,563.0,39.5
17169.0,7490.0,96.0,1.0,0.0,2.0,23656.0,413.0,44.1
17171.0,5288.0,99.0,0.0,0.0,0.0,24471.0,317.0,43.2
17173.0,22266.0,98.0,0.0,0.0,1.0,23069.0,416.0,43.9
17175.0,5942.0,97.0,0.0,0.0,1.0,26843.0,377.0,44.8
17177.0,47315.0,85.0,9.0,1.0,3.0,23350.0,448.0,43.7
17179.0,135747.0,95.0,1.0,1.0,2.0,28037.0,529.0,40.1
17181.0,17722.0,92.0,2.0,0.0,5.0,21719.0,352.0,43.2
17183.0,81147.0,80.0,13.0,1.0,4.0,21225.0,433.0,39.8
17185.0,11848.0,96.0,0.0,1.0,1.0,24096.0,400.0,42.5
17187.0,17762.0,87.0,2.0,1.0,9.0,21832.0,411.0,39.7
17189.0,14626.0,97.0,1.0,0.0,1.0,26325.0,399.0,42.5
17191.0,16674.0,97.0,0.0,1.0,1.0,22526.0,325.0,42.5
17193.0,14630.0,97.0,1.0,0.0,1.0,25375.0,329.0,44.5
17195.0,58150.0,86.0,1.0,0.0,11.0,24525.0,477.0,42.1
17197.0,679688.0,67.0,11.0,5.0,16.0,30377.0,831.0,35.8
17199.0,66606.0,91.0,4.0,1.0,2.0,23605.0,458.0,40.8
17201.0,293384.0,72.0,12.0,2.0,11.0,24495.0,588.0,38.8
17203.0,38903.0,96.0,1.0,1.0,2.0,30926.0,518.0,40.3
18001.0,34424.0,94.0,1.0,0.0,4.0,20160.0,444.0,34.3
18003.0,358324.0,76.0,12.0,3.0,7.0,25279.0,542.0,35.5
18005.0,77930.0,86.0,2.0,4.0,6.0,27359.0,626.0,37.9
18007.0,8823.0,93.0,1.0,0.0,5.0,23049.0,501.0,40.2
18009.0,12665.0,97.0,0.0,0.0,1.0,20322.0,413.0,41.9
18011.0,58009.0,93.0,1.0,2.0,2.0,37482.0,636.0,38.7
18013.0,15128.0,96.0,0.0,0.0,1.0,25833.0,613.0,48.0
18015.0,20109.0,95.0,1.0,0.0,4.0,24531.0,461.0,41.3
18017.0,38802.0,83.0,2.0,1.0,13.0,21700.0,456.0,39.0
18019.0,111221.0,85.0,7.0,1.0,5.0,24312.0,586.0,38.3
18021.0,26865.0,97.0,0.0,0.0,1.0,21474.0,480.0,40.8
18023.0,33086.0,85.0,1.0,0.0,14.0,21554.0,513.0,37.9
18025.0,10656.0,97.0,0.0,0.0,1.0,20504.0,337.0,42.1
18027.0,31928.0,94.0,1.0,1.0,4.0,21416.0,414.0,35.5
18029.0,49975.0,97.0,1.0,0.0,1.0,27058.0,579.0,40.9
